Mots,Partie,Chapitre,Paragraphe,Phrase
pas,1,2,15,2
chaud,1,2,15,2
C'est,1,2,16,1
sonné,1,2,16,1
en,1,2,16,1
bas,1,2,16,1
répétait,1,2,16,1
Catherine,1,2,16,1
Allons,1,2,16,2
houp,1,2,16,2
le,1,2,16,3
père,1,2,16,3
se,1,2,16,3
fâche,1,2,16,3
Jeanlin,1,2,17,1
qui,1,2,17,1
s'était,1,2,17,1
pelotonné,1,2,17,1
referma,1,2,17,1
les,1,2,17,1
yeux,1,2,17,1
en,1,2,17,1
disant,1,2,17,1
Va,1,2,18,1
te,1,2,18,1
faire,1,2,18,1
fiche,1,2,18,1
je,1,2,18,1
dors,1,2,18,1
Elle,1,2,19,1
eut,1,2,19,1
un,1,2,19,1
nouveau,1,2,19,1
rire,1,2,19,1
de,1,2,19,1
bonne,1,2,19,1
fille,1,2,19,1
Il,1,2,19,2
était,1,2,19,2
si,1,2,19,2
petit,1,2,19,2
les,1,2,19,2
membres,1,2,19,2
grêles,1,2,19,2
avec,1,2,19,2
des,1,2,19,2
articulations,1,2,19,2
énormes,1,2,19,2
grossies,1,2,19,2
par,1,2,19,2
des,1,2,19,2
scrofules,1,2,19,2
qu'elle,1,2,19,2
le,1,2,19,2
prit,1,2,19,2
à,1,2,19,2
pleins,1,2,19,2
bras,1,2,19,2
Mais,1,2,19,3
il,1,2,19,3
gigotait,1,2,19,3
son,1,2,19,3
masque,1,2,19,3
de,1,2,19,3
singe,1,2,19,3
blafard,1,2,19,3
et,1,2,19,3
crépu,1,2,19,3
troué,1,2,19,3
de,1,2,19,3
ses,1,2,19,3
yeux,1,2,19,3
verts,1,2,19,3
élargi,1,2,19,3
par,1,2,19,3
ses,1,2,19,3
grandes,1,2,19,3
oreilles,1,2,19,3
pâlissait,1,2,19,3
de,1,2,19,3
la,1,2,19,3
rage,1,2,19,3
d'être,1,2,19,3
faible,1,2,19,3
Il,1,2,19,4
ne,1,2,19,4
dit,1,2,19,4
rien,1,2,19,4
il,1,2,19,4
la,1,2,19,4
mordit,1,2,19,4
au,1,2,19,4
sein,1,2,19,4
droit,1,2,19,4
Méchant,1,2,20,1
bougre,1,2,20,1
murmura-t-elle,1,2,20,2
en,1,2,20,2
retenant,1,2,20,2
un,1,2,20,2
cri,1,2,20,2
et,1,2,20,2
en,1,2,20,2
le,1,2,20,2
posant,1,2,20,2
par,1,2,20,2
terre,1,2,20,2
Alzire,1,2,21,1
silencieuse,1,2,21,1
le,1,2,21,1
drap,1,2,21,1
au,1,2,21,1
menton,1,2,21,1
ne,1,2,21,1
s'était,1,2,21,1
pas,1,2,21,1
rendormie,1,2,21,1
Elle,1,2,21,2
suivait,1,2,21,2
de,1,2,21,2
ses,1,2,21,2
yeux,1,2,21,2
intelligents,1,2,21,2
d'infirme,1,2,21,2
sa,1,2,21,2
soeur,1,2,21,2
et,1,2,21,2
ses,1,2,21,2
deux,1,2,21,2
frères,1,2,21,2
qui,1,2,21,2
maintenant,1,2,21,2
s'habillaient,1,2,21,2
Une,1,2,21,3
autre,1,2,21,3
querelle,1,2,21,3
éclata,1,2,21,3
autour,1,2,21,3
de,1,2,21,3
la,1,2,21,3
terrine,1,2,21,3
les,1,2,21,3
garçons,1,2,21,3
bousculèrent,1,2,21,3
la,1,2,21,3
jeune,1,2,21,3
fille,1,2,21,3
parce,1,2,21,3
qu'elle,1,2,21,3
se,1,2,21,3
lavait,1,2,21,3
trop,1,2,21,3
longtemps,1,2,21,3
Les,1,2,21,4
chemises,1,2,21,4
volaient,1,2,21,4
pendant,1,2,21,4
que,1,2,21,4
gonflés,1,2,21,4
encore,1,2,21,4
de,1,2,21,4
sommeil,1,2,21,4
ils,1,2,21,4
se,1,2,21,4
soulageaient,1,2,21,4
sans,1,2,21,4
honte,1,2,21,4
avec,1,2,21,4
l'aisance,1,2,21,4
tranquille,1,2,21,4
d'une,1,2,21,4
portée,1,2,21,4
de,1,2,21,4
jeunes,1,2,21,4
chiens,1,2,21,4
grandis,1,2,21,4
ensemble,1,2,21,4
Du,1,2,21,5
reste,1,2,21,5
Catherine,1,2,21,5
fut,1,2,21,5
prête,1,2,21,5
la,1,2,21,5
première,1,2,21,5
Elle,1,2,21,6
enfila,1,2,21,6
sa,1,2,21,6
culotte,1,2,21,6
de,1,2,21,6
mineur,1,2,21,6
passa,1,2,21,6
la,1,2,21,6
veste,1,2,21,6
de,1,2,21,6
toile,1,2,21,6
noua,1,2,21,6
le,1,2,21,6
béguin,1,2,21,6
bleu,1,2,21,6
autour,1,2,21,6
de,1,2,21,6
son,1,2,21,6
chignon,1,2,21,6
et,1,2,21,6
dans,1,2,21,6
ces,1,2,21,6
vêtements,1,2,21,6
propres,1,2,21,6
du,1,2,21,6
lundi,1,2,21,6
elle,1,2,21,6
avait,1,2,21,6
l'air,1,2,21,6
d'un,1,2,21,6
petit,1,2,21,6
homme,1,2,21,6
rien,1,2,21,6
ne,1,2,21,6
lui,1,2,21,6
restait,1,2,21,6
de,1,2,21,6
son,1,2,21,6
sexe,1,2,21,6
que,1,2,21,6
le,1,2,21,6
dandinement,1,2,21,6
léger,1,2,21,6
des,1,2,21,6
hanches,1,2,21,6
Quand,1,2,22,1
le,1,2,22,1
vieux,1,2,22,1
rentrera,1,2,22,1
dit,1,2,22,1
méchamment,1,2,22,1
Zacharie,1,2,22,1
il,1,2,22,1
sera,1,2,22,1
content,1,2,22,1
de,1,2,22,1
trouver,1,2,22,1
le,1,2,22,1
lit,1,2,22,1
défait,1,2,22,1
Tu,1,2,22,1
sais,1,2,22,1
je,1,2,22,1
lui,1,2,22,1
raconterai,1,2,22,1
que,1,2,22,1
c'est,1,2,22,1
toi,1,2,22,1
Le,1,2,23,1
vieux,1,2,23,1
c'était,1,2,23,1
le,1,2,23,1
grand-père,1,2,23,1
Bonnemort,1,2,23,1
qui,1,2,23,1
travaillant,1,2,23,1
la,1,2,23,1
nuit,1,2,23,1
se,1,2,23,1
couchait,1,2,23,1
au,1,2,23,1
jour,1,2,23,1
de,1,2,23,1
sorte,1,2,23,1
que,1,2,23,1
le,1,2,23,1
lit,1,2,23,1
ne,1,2,23,1
refroidissait,1,2,23,1
pas,1,2,23,1
il,1,2,23,1
y,1,2,23,1
avait,1,2,23,1
toujours,1,2,23,1
dedans,1,2,23,1
quelqu'un,1,2,23,1
à,1,2,23,1
ronfler,1,2,23,1
Sans,1,2,24,1
répondre,1,2,24,1
Catherine,1,2,24,1
s'était,1,2,24,1
mise,1,2,24,1
à,1,2,24,1
tirer,1,2,24,1
la,1,2,24,1
couverture,1,2,24,1
et,1,2,24,1
à,1,2,24,1
la,1,2,24,1
border,1,2,24,1
Mais,1,2,24,2
depuis,1,2,24,2
un,1,2,24,2
instant,1,2,24,2
des,1,2,24,2
bruits,1,2,24,2
s'entendaient,1,2,24,2
derrière,1,2,24,2
le,1,2,24,2
mur,1,2,24,2
dans,1,2,24,2
la,1,2,24,2
maison,1,2,24,2
voisine,1,2,24,2
Ces,1,2,24,3
constructions,1,2,24,3
de,1,2,24,3
briques,1,2,24,3
installées,1,2,24,3
économiquement,1,2,24,3
par,1,2,24,3
la,1,2,24,3
Compagnie,1,2,24,3
étaient,1,2,24,3
si,1,2,24,3
minces,1,2,24,3
que,1,2,24,3
les,1,2,24,3
moindres,1,2,24,3
souffles,1,2,24,3
les,1,2,24,3
traversaient,1,2,24,3
On,1,2,24,4
vivait,1,2,24,4
coude,1,2,24,4
à,1,2,24,4
coude,1,2,24,4
d'un,1,2,24,4
bout,1,2,24,4
à,1,2,24,4
l'autre,1,2,24,4
et,1,2,24,4
rien,1,2,24,4
de,1,2,24,4
la,1,2,24,4
vie,1,2,24,4
intime,1,2,24,4
n'y,1,2,24,4
restait,1,2,24,4
caché,1,2,24,4
même,1,2,24,4
aux,1,2,24,4
gamins,1,2,24,4
Un,1,2,24,5
pas,1,2,24,5
lourd,1,2,24,5
avait,1,2,24,5
ébranlé,1,2,24,5
un,1,2,24,5
escalier,1,2,24,5
puis,1,2,24,5
il,1,2,24,5
y,1,2,24,5
eut,1,2,24,5
comme,1,2,24,5
une,1,2,24,5
chute,1,2,24,5
molle,1,2,24,5
suivie,1,2,24,5
d'un,1,2,24,5
soupir,1,2,24,5
d'aise,1,2,24,5
Bon,1,2,25,1
dit,1,2,25,2
Catherine,1,2,25,2
Levaque,1,2,25,2
descend,1,2,25,2
et,1,2,25,2
voilà,1,2,25,2
Bouteloup,1,2,25,2
qui,1,2,25,2
va,1,2,25,2
retrouver,1,2,25,2
la,1,2,25,2
Levaque,1,2,25,2
Jeanlin,1,2,26,1
ricana,1,2,26,1
les,1,2,26,1
yeux,1,2,26,1
d'Alzire,1,2,26,1
eux-mêmes,1,2,26,1
brillèrent,1,2,26,1
Chaque,1,2,26,2
matin,1,2,26,2
ils,1,2,26,2
s'égayaient,1,2,26,2
ainsi,1,2,26,2
du,1,2,26,2
ménage,1,2,26,2
à,1,2,26,2
trois,1,2,26,2
des,1,2,26,2
voisins,1,2,26,2
un,1,2,26,2
haveur,1,2,26,2
qui,1,2,26,2
logeait,1,2,26,2
un,1,2,26,2
ouvrier,1,2,26,2
de,1,2,26,2
la,1,2,26,2
coupe,1,2,26,2
à,1,2,26,2
terre,1,2,26,2
ce,1,2,26,2
qui,1,2,26,2
donnait,1,2,26,2
à,1,2,26,2
la,1,2,26,2
femme,1,2,26,2
deux,1,2,26,2
hommes,1,2,26,2
l'un,1,2,26,2
de,1,2,26,2
nuit,1,2,26,2
l'autre,1,2,26,2
de,1,2,26,2
jour,1,2,26,2
Philomène,1,2,27,1
tousse,1,2,27,1
reprit,1,2,27,1
Catherine,1,2,27,1
après,1,2,27,1
avoir,1,2,27,1
tendu,1,2,27,1
l'oreille,1,2,27,1
Elle,1,2,28,1
parlait,1,2,28,1
de,1,2,28,1
l'aînée,1,2,28,1
des,1,2,28,1
Levaque,1,2,28,1
une,1,2,28,1
grande,1,2,28,1
fille,1,2,28,1
de,1,2,28,1
dix-neuf,1,2,28,1
ans,1,2,28,1
la,1,2,28,1
maîtresse,1,2,28,1
de,1,2,28,1
Zacharie,1,2,28,1
dont,1,2,28,1
elle,1,2,28,1
avait,1,2,28,1
deux,1,2,28,1
enfants,1,2,28,1
déjà,1,2,28,1
si,1,2,28,1
délicate,1,2,28,1
de,1,2,28,1
poitrine,1,2,28,1
d'ailleurs,1,2,28,1
qu'elle,1,2,28,1
était,1,2,28,1
cribleuse,1,2,28,1
à,1,2,28,1
la,1,2,28,1
fosse,1,2,28,1
n'ayant,1,2,28,1
jamais,1,2,28,1
pu,1,2,28,1
travailler,1,2,28,1
au,1,2,28,1
fond,1,2,28,1
Ah,1,2,29,1
ouiche,1,2,29,1
Philomène,1,2,29,2
répondit,1,2,29,3
Zacharie,1,2,29,3
elle,1,2,29,3
s'en,1,2,29,3
moque,1,2,29,3
elle,1,2,29,3
dort,1,2,29,3
C'est,1,2,29,4
cochon,1,2,29,4
de,1,2,29,4
dormir,1,2,29,4
jusqu'à,1,2,29,4
six,1,2,29,4
heures,1,2,29,4
Il,1,2,30,1
passait,1,2,30,1
sa,1,2,30,1
culotte,1,2,30,1
lorsqu'il,1,2,30,1
ouvrit,1,2,30,1
une,1,2,30,1
fenêtre,1,2,30,1
préoccupé,1,2,30,1
d'une,1,2,30,1
idée,1,2,30,1
brusque,1,2,30,1
Au-dehors,1,2,30,2
dans,1,2,30,2
les,1,2,30,2
ténèbres,1,2,30,2
le,1,2,30,2
coron,1,2,30,2
s'éveillait,1,2,30,2
des,1,2,30,2
lumières,1,2,30,2
pointaient,1,2,30,2
une,1,2,30,2
à,1,2,30,2
une,1,2,30,2
entre,1,2,30,2
les,1,2,30,2
lames,1,2,30,2
des,1,2,30,2
persiennes,1,2,30,2
Et,1,2,30,3
ce,1,2,30,3
fut,1,2,30,3
encore,1,2,30,3
une,1,2,30,3
dispute,1,2,30,3
il,1,2,30,3
se,1,2,30,3
penchait,1,2,30,3
pour,1,2,30,3
guetter,1,2,30,3
s'il,1,2,30,3
ne,1,2,30,3
verrait,1,2,30,3
pas,1,2,30,3
sortir,1,2,30,3
de,1,2,30,3
chez,1,2,30,3
les,1,2,30,3
Pierron,1,2,30,3
en,1,2,30,3
face,1,2,30,3
le,1,2,30,3
maître,1,2,30,3
porion,1,2,30,3
du,1,2,30,3
Voreux,1,2,30,3
qu'on,1,2,30,3
accusait,1,2,30,3
de,1,2,30,3
coucher,1,2,30,3
avec,1,2,30,3
la,1,2,30,3
Pierronne,1,2,30,3
tandis,1,2,30,3
que,1,2,30,3
sa,1,2,30,3
soeur,1,2,30,3
lui,1,2,30,3
criait,1,2,30,3
que,1,2,30,3
le,1,2,30,3
mari,1,2,30,3
avait,1,2,30,3
depuis,1,2,30,3
la,1,2,30,3
veille,1,2,30,3
pris,1,2,30,3
son,1,2,30,3
service,1,2,30,3
de,1,2,30,3
jour,1,2,30,3
à,1,2,30,3
l'accrochage,1,2,30,3
et,1,2,30,3
que,1,2,30,3
bien,1,2,30,3
sûr,1,2,30,3
Dansaert,1,2,30,3
n'avait,1,2,30,3
pu,1,2,30,3
coucher,1,2,30,3
cette,1,2,30,3
nuit-là,1,2,30,3
L'air,1,2,30,4
entrait,1,2,30,4
par,1,2,30,4
bouffées,1,2,30,4
glaciales,1,2,30,4
tous,1,2,30,4
deux,1,2,30,4
s'emportaient,1,2,30,4
en,1,2,30,4
soutenant,1,2,30,4
chacun,1,2,30,4
l'exactitude,1,2,30,4
de,1,2,30,4
ses,1,2,30,4
renseignements,1,2,30,4
lorsque,1,2,30,4
des,1,2,30,4
cris,1,2,30,4
et,1,2,30,4
des,1,2,30,4
larmes,1,2,30,4
éclatèrent,1,2,30,4
C'était,1,2,30,5
dans,1,2,30,5
son,1,2,30,5
berceau,1,2,30,5
Estelle,1,2,30,5
que,1,2,30,5
le,1,2,30,5
froid,1,2,30,5
contrariait,1,2,30,5
Du,1,2,31,1
coup,1,2,31,1
Maheu,1,2,31,1
se,1,2,31,1
réveilla,1,2,31,1
Qu'avait-il,1,2,31,2
donc,1,2,31,2
dans,1,2,31,2
les,1,2,31,2
os,1,2,31,2
voilà,1,2,31,3
qu'il,1,2,31,3
se,1,2,31,3
rendormait,1,2,31,3
comme,1,2,31,3
un,1,2,31,3
propre,1,2,31,3
à,1,2,31,3
rien,1,2,31,3
Et,1,2,31,4
il,1,2,31,4
jurait,1,2,31,4
si,1,2,31,4
fort,1,2,31,4
que,1,2,31,4
les,1,2,31,4
enfants,1,2,31,4
à,1,2,31,4
côté,1,2,31,4
ne,1,2,31,4
soufflaient,1,2,31,4
plus,1,2,31,4
Zacharie,1,2,31,5
et,1,2,31,5
Jeanlin,1,2,31,5
achevèrent,1,2,31,5
de,1,2,31,5
se,1,2,31,5
laver,1,2,31,5
avec,1,2,31,5
une,1,2,31,5
lenteur,1,2,31,5
déjà,1,2,31,5
lasse,1,2,31,5
Alzire,1,2,31,6
les,1,2,31,6
yeux,1,2,31,6
grands,1,2,31,6
ouverts,1,2,31,6
regardait,1,2,31,6
toujours,1,2,31,6
Les,1,2,31,7
deux,1,2,31,7
mioches,1,2,31,7
Lénore,1,2,31,7
et,1,2,31,7
Henri,1,2,31,7
aux,1,2,31,7
bras,1,2,31,7
l'un,1,2,31,7
de,1,2,31,7
l'autre,1,2,31,7
n'avaient,1,2,31,7
pas,1,2,31,7
remué,1,2,31,7
respirant,1,2,31,7
du,1,2,31,7
même,1,2,31,7
petit,1,2,31,7
souffle,1,2,31,7
malgré,1,2,31,7
le,1,2,31,7
vacarme,1,2,31,7
Catherine,1,2,32,1
donne-moi,1,2,32,1
la,1,2,32,1
chandelle,1,2,32,1
cria,1,2,32,2
Maheu,1,2,32,2
Elle,1,2,33,1
finissait,1,2,33,1
de,1,2,33,1
boutonner,1,2,33,1
sa,1,2,33,1
veste,1,2,33,1
elle,1,2,33,1
porta,1,2,33,1
la,1,2,33,1
chandelle,1,2,33,1
dans,1,2,33,1
le,1,2,33,1
cabinet,1,2,33,1
laissant,1,2,33,1
ses,1,2,33,1
frères,1,2,33,1
chercher,1,2,33,1
leurs,1,2,33,1
vêtements,1,2,33,1
au,1,2,33,1
peu,1,2,33,1
de,1,2,33,1
clarté,1,2,33,1
qui,1,2,33,1
venait,1,2,33,1
de,1,2,33,1
la,1,2,33,1
porte,1,2,33,1
Son,1,2,33,2
père,1,2,33,2
sautait,1,2,33,2
du,1,2,33,2
lit,1,2,33,2
Mais,1,2,33,3
elle,1,2,33,3
ne,1,2,33,3
s'arrêta,1,2,33,3
point,1,2,33,3
elle,1,2,33,3
descendit,1,2,33,3
en,1,2,33,3
gros,1,2,33,3
bas,1,2,33,3
de,1,2,33,3
laine,1,2,33,3
à,1,2,33,3
tâtons,1,2,33,3
et,1,2,33,3
alluma,1,2,33,3
dans,1,2,33,3
la,1,2,33,3
salle,1,2,33,3
une,1,2,33,3
autre,1,2,33,3
chandelle,1,2,33,3
pour,1,2,33,3
préparer,1,2,33,3
le,1,2,33,3
café,1,2,33,3
Tous,1,2,33,4
les,1,2,33,4
sabots,1,2,33,4
de,1,2,33,4
la,1,2,33,4
famille,1,2,33,4
étaient,1,2,33,4
sous,1,2,33,4
le,1,2,33,4
buffet,1,2,33,4
Te,1,2,34,1
tairas-tu,1,2,34,1
vermine,1,2,34,1
reprit,1,2,34,2
Maheu,1,2,34,2
exaspéré,1,2,34,2
des,1,2,34,2
cris,1,2,34,2
d'Estelle,1,2,34,2
qui,1,2,34,2
continuaient,1,2,34,2
Il,1,2,35,1
était,1,2,35,1
petit,1,2,35,1
comme,1,2,35,1
le,1,2,35,1
vieux,1,2,35,1
Bonnemort,1,2,35,1
et,1,2,35,1
il,1,2,35,1
lui,1,2,35,1
ressemblait,1,2,35,1
en,1,2,35,1
gras,1,2,35,1
la,1,2,35,1
tête,1,2,35,1
forte,1,2,35,1
la,1,2,35,1
face,1,2,35,1
plate,1,2,35,1
et,1,2,35,1
livide,1,2,35,1
sous,1,2,35,1
les,1,2,35,1
cheveux,1,2,35,1
jaunes,1,2,35,1
coupés,1,2,35,1
très,1,2,35,1
courts,1,2,35,1
L'enfant,1,2,35,2
hurlait,1,2,35,2
davantage,1,2,35,2
effrayée,1,2,35,2
par,1,2,35,2
ces,1,2,35,2
grands,1,2,35,2
bras,1,2,35,2
noueux,1,2,35,2
qui,1,2,35,2
se,1,2,35,2
balançaient,1,2,35,2
au-dessus,1,2,35,2
d'elle,1,2,35,2
Laisse-la,1,2,36,1
tu,1,2,36,1
sais,1,2,36,1
bien,1,2,36,1
qu'elle,1,2,36,1
ne,1,2,36,1
veut,1,2,36,1
pas,1,2,36,1
se,1,2,36,1
taire,1,2,36,1
dit,1,2,36,1
la,1,2,36,1
Maheude,1,2,36,1
en,1,2,36,1
s'allongeant,1,2,36,1
au,1,2,36,1
milieu,1,2,36,1
du,1,2,36,1
lit,1,2,36,1
Elle,1,2,37,1
aussi,1,2,37,1
venait,1,2,37,1
de,1,2,37,1
s'éveiller,1,2,37,1
et,1,2,37,1
elle,1,2,37,1
se,1,2,37,1
plaignait,1,2,37,1
c'était,1,2,37,1
bête,1,2,37,1
de,1,2,37,1
ne,1,2,37,1
jamais,1,2,37,1
faire,1,2,37,1
sa,1,2,37,1
nuit,1,2,37,1
complète,1,2,37,1
Ils,1,2,37,2
ne,1,2,37,2
pouvaient,1,2,37,2
donc,1,2,37,2
partir,1,2,37,2
doucement,1,2,37,2
Enfouie,1,2,37,3
dans,1,2,37,3
la,1,2,37,3
couverture,1,2,37,3
elle,1,2,37,3
ne,1,2,37,3
montrait,1,2,37,3
que,1,2,37,3
sa,1,2,37,3
figure,1,2,37,3
longue,1,2,37,3
aux,1,2,37,3
grands,1,2,37,3
traits,1,2,37,3
d'une,1,2,37,3
beauté,1,2,37,3
lourde,1,2,37,3
déjà,1,2,37,3
déformée,1,2,37,3
à,1,2,37,3
trente-neuf,1,2,37,3
ans,1,2,37,3
par,1,2,37,3
sa,1,2,37,3
vie,1,2,37,3
de,1,2,37,3
misère,1,2,37,3
et,1,2,37,3
les,1,2,37,3
sept,1,2,37,3
enfants,1,2,37,3
qu'elle,1,2,37,3
avait,1,2,37,3
eus,1,2,37,3
Les,1,2,37,4
yeux,1,2,37,4
au,1,2,37,4
plafond,1,2,37,4
elle,1,2,37,4
parla,1,2,37,4
avec,1,2,37,4
lenteur,1,2,37,4
pendant,1,2,37,4
que,1,2,37,4
son,1,2,37,4
homme,1,2,37,4
s'habillait,1,2,37,4
Ni,1,2,37,5
l'un,1,2,37,5
ni,1,2,37,5
l'autre,1,2,37,5
n'entendait,1,2,37,5
plus,1,2,37,5
la,1,2,37,5
petite,1,2,37,5
qui,1,2,37,5
s'étranglait,1,2,37,5
à,1,2,37,5
crier,1,2,37,5
Hein,1,2,38,1
tu,1,2,38,2
sais,1,2,38,2
je,1,2,38,2
suis,1,2,38,2
sans,1,2,38,2
le,1,2,38,2
sou,1,2,38,2
et,1,2,38,2
nous,1,2,38,2
voici,1,2,38,2
à,1,2,38,2
lundi,1,2,38,2
seulement,1,2,38,2
encore,1,2,38,2
six,1,2,38,2
jours,1,2,38,2
à,1,2,38,2
attendre,1,2,38,2
la,1,2,38,2
quinzaine,1,2,38,2
Il,1,2,38,2
n'y,1,2,38,2
a,1,2,38,2
pas,1,2,38,2
moyen,1,2,38,2
que,1,2,38,2
ça,1,2,38,2
dure,1,2,38,2
A,1,2,38,3
vous,1,2,38,3
tous,1,2,38,3
vous,1,2,38,3
apportez,1,2,38,3
neuf,1,2,38,3
francs,1,2,38,3
Comment,1,2,38,4
veux-tu,1,2,38,4
que,1,2,38,4
j'arrive,1,2,38,4
nous,1,2,38,5
sommes,1,2,38,5
dix,1,2,38,5
à,1,2,38,5
la,1,2,38,5
maison,1,2,38,5
Oh,1,2,39,1
neuf,1,2,39,2
francs,1,2,39,2
se,1,2,39,3
récria,1,2,39,3
Maheu,1,2,39,3
Moi,1,2,39,4
et,1,2,39,4
Zacharie,1,2,39,4
trois,1,2,39,4
ça,1,2,39,4
fait,1,2,39,4
six,1,2,39,4
Catherine,1,2,39,4
et,1,2,39,4
le,1,2,39,4
père,1,2,39,4
deux,1,2,39,4
ça,1,2,39,4
fait,1,2,39,4
quatre,1,2,39,4
quatre,1,2,39,4
et,1,2,39,4
six,1,2,39,4
dix,1,2,39,4
Et,1,2,39,5
Jeanlin,1,2,39,5
un,1,2,39,5
ça,1,2,39,5
fait,1,2,39,5
onze,1,2,39,5
Oui,1,2,40,1
onze,1,2,40,1
mais,1,2,40,1
il,1,2,40,1
y,1,2,40,1
a,1,2,40,1
les,1,2,40,1
dimanches,1,2,40,1
et,1,2,40,1
les,1,2,40,1
jours,1,2,40,1
de,1,2,40,1
chômage,1,2,40,1
Jamais,1,2,40,1
plus,1,2,40,1
de,1,2,40,1
neuf,1,2,40,1
entends-tu,1,2,40,1
Il,1,2,41,1
ne,1,2,41,1
répondit,1,2,41,1
pas,1,2,41,1
occupé,1,2,41,1
à,1,2,41,1
chercher,1,2,41,1
par,1,2,41,1
terre,1,2,41,1
sa,1,2,41,1
ceinture,1,2,41,1
de,1,2,41,1
cuir,1,2,41,1
Puis,1,2,41,2
il,1,2,41,2
dit,1,2,41,2
en,1,2,41,2
se,1,2,41,2
relevant,1,2,41,2
Faut,1,2,42,1
pas,1,2,42,1
se,1,2,42,1
plaindre,1,2,42,1
je,1,2,42,1
suis,1,2,42,1
tout,1,2,42,1
de,1,2,42,1
même,1,2,42,1
solide,1,2,42,1
Il,1,2,42,2
y,1,2,42,2
en,1,2,42,2
a,1,2,42,2
plus,1,2,42,2
d'un,1,2,42,2
à,1,2,42,2
quarante-deux,1,2,42,2
ans,1,2,42,2
qui,1,2,42,2
passe,1,2,42,2
au,1,2,42,2
raccommodage,1,2,42,2
Possible,1,2,43,1
mon,1,2,43,1
vieux,1,2,43,1
mais,1,2,43,1
ça,1,2,43,1
ne,1,2,43,1
nous,1,2,43,1
donne,1,2,43,1
pas,1,2,43,1
du,1,2,43,1
pain,1,2,43,1
Qu'est-ce,1,2,43,1
que,1,2,43,1
je,1,2,43,1
vais,1,2,43,1
fiche,1,2,43,1
dis,1,2,43,1
Tu,1,2,43,2
n'as,1,2,43,2
rien,1,2,43,2
toi,1,2,43,2
J'ai,1,2,44,1
deux,1,2,44,1
sous,1,2,44,1
Garde-les,1,2,45,1
pour,1,2,45,1
boire,1,2,45,1
une,1,2,45,1
chope,1,2,45,1
Mon,1,2,45,1
Dieu,1,2,45,1
qu'est-ce,1,2,45,2
que,1,2,45,2
je,1,2,45,2
vais,1,2,45,2
fiche,1,2,45,2
Six,1,2,45,3
jours,1,2,45,3
ça,1,2,45,3
n'en,1,2,45,3
finit,1,2,45,3
plus,1,2,45,3
Nous,1,2,45,4
devons,1,2,45,4
soixante,1,2,45,4
francs,1,2,45,4
à,1,2,45,4
Maigrat,1,2,45,4
qui,1,2,45,4
m'a,1,2,45,4
mise,1,2,45,4
à,1,2,45,4
la,1,2,45,4
porte,1,2,45,4
avant-hier,1,2,45,4
Ça,1,2,45,5
ne,1,2,45,5
m'empêchera,1,2,45,5
pas,1,2,45,5
de,1,2,45,5
retourner,1,2,45,5
le,1,2,45,5
voir,1,2,45,5
Mais,1,2,45,6
s'il,1,2,45,6
s'entête,1,2,45,6
à,1,2,45,6
refuser,1,2,45,6
Et,1,2,46,1
la,1,2,46,1
Maheude,1,2,46,1
continua,1,2,46,1
d'une,1,2,46,1
voix,1,2,46,1
morne,1,2,46,1
la,1,2,46,1
tête,1,2,46,1
immobile,1,2,46,1
fermant,1,2,46,1
par,1,2,46,1
instants,1,2,46,1
les,1,2,46,1
yeux,1,2,46,1
sous,1,2,46,1
la,1,2,46,1
clarté,1,2,46,1
triste,1,2,46,1
de,1,2,46,1
la,1,2,46,1
chandelle,1,2,46,1
Elle,1,2,46,2
disait,1,2,46,2
le,1,2,46,2
buffet,1,2,46,2
vide,1,2,46,2
les,1,2,46,2
petits,1,2,46,2
demandant,1,2,46,2
des,1,2,46,2
tartines,1,2,46,2
le,1,2,46,2
café,1,2,46,2
même,1,2,46,2
manquant,1,2,46,2
et,1,2,46,2
l'eau,1,2,46,2
qui,1,2,46,2
donnait,1,2,46,2
des,1,2,46,2
coliques,1,2,46,2
et,1,2,46,2
les,1,2,46,2
longues,1,2,46,2
journées,1,2,46,2
passées,1,2,46,2
à,1,2,46,2
tromper,1,2,46,2
la,1,2,46,2
faim,1,2,46,2
avec,1,2,46,2
des,1,2,46,2
feuilles,1,2,46,2
de,1,2,46,2
choux,1,2,46,2
bouillies,1,2,46,2
Peu,1,2,46,3
à,1,2,46,3
peu,1,2,46,3
elle,1,2,46,3
avait,1,2,46,3
dû,1,2,46,3
hausser,1,2,46,3
le,1,2,46,3
ton,1,2,46,3
car,1,2,46,3
le,1,2,46,3
hurlement,1,2,46,3
d'Estelle,1,2,46,3
couvrait,1,2,46,3
ses,1,2,46,3
paroles,1,2,46,3
Ces,1,2,46,4
cris,1,2,46,4
devenaient,1,2,46,4
insoutenables,1,2,46,4
Maheu,1,2,46,5
parut,1,2,46,5
tout,1,2,46,5
d'un,1,2,46,5
coup,1,2,46,5
les,1,2,46,5
entendre,1,2,46,5
hors,1,2,46,5
de,1,2,46,5
lui,1,2,46,5
et,1,2,46,5
il,1,2,46,5
saisit,1,2,46,5
la,1,2,46,5
petite,1,2,46,5
dans,1,2,46,5
le,1,2,46,5
berceau,1,2,46,5
il,1,2,46,5
la,1,2,46,5
jeta,1,2,46,5
sur,1,2,46,5
le,1,2,46,5
lit,1,2,46,5
de,1,2,46,5
la,1,2,46,5
mère,1,2,46,5
en,1,2,46,5
balbutiant,1,2,46,5
de,1,2,46,5
fureur,1,2,46,5
